EmployeeID,Age,Department,JobGrade,Work-Life Balance,Career Development,Manager Support,Peer Relationship,Compensation,Autonomy,Job Clarity,Work Meaningfulness,Productivity,Attrition
48,40,Marketing,3,2.3340461063800952,1.990034912189953,2.149963984317813,2.6784769014158853,5.0,3.8051128296625265,3.784517561805493,4.567612230717535,0.6372246955178048,1
49,35,Engineering,5,3.238266605138134,3.747075677376931,3.18678483160876,2.706960180592702,4.904589196801294,3.8016017948603813,3.892695144367413,4.344775347514103,0.7333286170306592,0
50,20,Sales,3,2.805257368589075,1.7962857835629733,3.2921466837678186,2.306431463723422,3.9562858937450325,4.313740440412832,4.19907695581794,3.7974575777770956,0.6479396064404446,1
51,35,Sales,3,4.782343756483996,2.253899544979911,2.7242113531339816,2.5946449567445615,4.516079909682055,4.514835085525896,3.776036648258109,4.67206666497163,0.740137123682396,0
52,30,Finance,5,2.462972796208797,2.541010996279647,2.965325190367148,3.2234947685456308,4.154184603222422,4.231798141272147,3.76131210770998,4.227418470627003,0.7016640521621323,0
53,28,Finance,3,2.768003604135014,2.536622983475738,3.188962009723364,1.683441384091377,4.73104989059903,4.247357125928639,3.7818293485007226,4.238188508305035,0.6491540434089672,1
54,37,HR,4,2.1644026807988483,2.843579950432667,1.73164874529437,3.5829350832337825,4.154094221368215,3.9507527979819885,4.35942779230297,5.0,0.6718916144524992,0
55,40,Marketing,5,2.501879738528345,1.6000223072273259,3.238311934487257,3.187329269457913,3.805651745395367,3.983907091475138,4.199775300658869,3.3960001042415175,0.6336226368442274,0
56,39,HR,5,1.0,2.4738813142273557,1.9469573891814327,1.8243586751216667,4.8867029711751275,3.8037648208210513,4.226315613946823,3.3893980452145245,0.5621882616572554,0
57,27,Finance,4,2.8259088115787225,2.596692194481905,2.015108854360135,2.768685230418725,4.358897775361685,3.940699174152486,4.037683572819562,3.5019974670797804,0.7453726134211881,1
58,30,Engineering,3,3.440011949064588,2.130583243180311,2.6374024174703328,3.1310491433106313,3.8682351643453847,4.497337795917499,4.4743499499303345,4.381816616580767,0.7269956189393875,0
59,35,Finance,3,2.777641003219548,2.7828410322215924,1.0,1.6352946732800215,3.9506368499630886,4.553202812216925,4.725029015560311,4.020478208499862,0.6013275451295347,0
60,39,Marketing,4,1.580296979415836,1.5575410605585533,2.622934215758032,2.5293849033636207,3.865039677780758,3.5620621920969313,4.487808532100614,4.06022677380304,0.6670790091026746,0
61,29,Finance,4,1.9387489931036992,2.2714822776645214,3.187246662869062,2.4450392894154955,3.699126283645142,3.751781662359201,4.095514224375336,3.728791794191674,0.6595005712498895,0
62,31,Marketing,3,1.0,1.972771112917434,1.3478533074877885,2.048093620245174,3.9612423288782246,3.8448009881654044,3.5896074581628374,5.0,0.5458174783483927,1
63,25,Marketing,3,3.185246804805797,2.273598349315687,3.262306527182516,2.5646497857348094,4.3865106068656035,4.167981569116792,3.2114596501579613,5.0,0.6128134319322359,1
64,24,Marketing,3,1.7954406951032937,3.512924821944842,2.0108486670307815,2.079799396826047,4.23203033509309,3.3584235969817984,4.167567574813453,4.649452281390769,0.5422024713395528,1
65,38,Marketing,3,2.4799039868514403,3.52651900831018,2.6448032463449604,3.4620149482795157,3.9808915318089206,3.7605464761308296,3.203404293554224,3.446357163577786,0.5657707448912128,0
66,42,Marketing,4,2.3923836993709457,3.3892915224068543,2.1124978450961764,2.061348975070813,4.947753734398612,3.5072092434889637,4.100347333332214,3.956551571255388,0.6513910040773319,1
67,32,Engineering,3,3.5414089249607867,2.176419903943404,2.901042938890332,3.054385258009211,3.1946832630601807,4.400241067105059,4.901311599403286,4.613730567309858,0.8179290296047115,0
68,40,HR,5,2.559696922576017,3.1353327937601447,3.2174632893146344,1.341229528665885,4.3530679575778555,4.185162528833867,3.6232649746843957,4.177085326119309,0.6596650040669807,1
69,35,Sales,4,3.0662250440742067,2.5786534888480626,2.9529072550677484,2.3867331373050273,4.128620372591203,3.9687262372788155,3.5569465259930446,4.651110222783791,0.7642482077927418,0
70,28,HR,3,2.8825246349033637,2.531912792452106,2.49721319535441,2.5086178101459513,3.71490938510176,3.6683613596159894,4.518467114707112,4.823907686289164,0.6595616322672416,1
71,35,Marketing,4,3.4515879939729794,2.4458470566665818,2.1669012643846024,2.3639962645691286,4.382227172893859,3.976451774355403,2.7971292903549028,5.0,0.6170154053008733,1
72,43,Engineering,3,2.332613413847929,3.730892500165387,2.451488579440221,2.2225771919632265,4.0901258938194225,3.9176539421210395,4.390904070197725,3.872567420671987,0.6663106188623572,0
73,32,Finance,3,3.8087307313531618,3.4560870238895247,2.959180025471749,2.0327394822584144,4.8235367331069465,5.0,4.934254637863747,4.240642473515817,0.7854285817521772,0
74,43,Engineering,4,1.1100364905204796,3.0214274929129683,2.983186479421043,3.028178546010432,4.6340326212057334,4.698509855790885,3.763757545302495,3.9796183441011177,0.678819661677391,0
75,20,Marketing,4,3.100231448600865,2.3807893241425613,2.8855786075232857,3.199620498566766,5.0,3.85464603703554,3.6778801264410586,3.199608880018301,0.6576588338668462,1
76,38,Engineering,4,1.8933662739351076,2.5276925307781934,1.602195720910069,2.442487379900345,3.958341034743004,4.282597670476228,4.495011648799765,4.5507938655286,0.5751122676253894,1
77,33,Engineering,3,2.1550753130540334,2.871396623176414,2.483884279095213,1.7323537443848522,4.898277244873758,4.672104323292998,3.6146281112868897,4.481720900625705,0.5513274469401891,0
78,30,Marketing,3,2.8985899868307246,2.1348737617021842,2.056599725061994,3.7557645319707795,3.6170726159922895,3.8544929063518563,4.60540936186723,3.9265869234473274,0.7340467447680672,1
79,33,Engineering,4,2.8929814348934197,3.1568210011751527,2.9654503139340793,1.8841417969644836,4.144681750362211,3.4914446295133654,3.655345035875567,3.4009722540355525,0.6005869688578402,1
80,20,Sales,3,2.9244996095830498,1.8551284219899653,1.9645197726349823,1.4784044190617969,3.9673764736828643,3.3015707395336884,5.0,4.00793837049525,0.5811581226208021,1
81,31,Sales,3,1.5296894391263334,2.7742905815981835,2.8164376306589576,1.091164658436161,4.501222706454705,4.836133459957304,4.531152822864115,4.565563327505557,0.6175126384027575,0
82,35,Engineering,3,3.5143211618954684,1.0,2.302468567429829,2.569616327838862,4.4891378991217765,4.104468809265041,4.2190219050949,4.868666440057212,0.8009950901392575,0
83,43,Finance,4,1.869547017240627,2.114567031378509,1.1846326717139812,2.3478085301393343,3.7496902033860144,4.34566261643735,5.0,3.8437106685663363,0.5905232043892318,0
84,29,Marketing,3,1.9628990368423607,3.9543739930436104,3.1516715001215982,3.2216696544024375,4.529096086992208,3.9128813123404704,4.715771853925851,4.7538481763287805,0.757243291893373,1
85,27,Sales,4,2.94652771671678,3.2253340460743374,2.4822989446952297,2.927759194411883,4.009755458578054,3.566050540755158,4.384308388471656,4.511235458094373,0.7137179081721452,0
86,29,Finance,5,2.2992951776671315,3.5748279149541666,3.3931841070359843,2.7031408572095263,3.791601320024153,3.659349587580451,3.2683900331307596,4.406617040392335,0.7015208990919871,1
87,39,Engineering,3,2.7157825883937443,2.0328846328519328,1.334283644925654,2.3100429631760755,4.194109318928836,3.5294826038536957,3.849252979465307,3.5532239271283945,0.5934086708636996,1
88,35,Finance,3,1.0,2.572640985760305,2.2959350823577527,3.2769840905383667,3.4615779193187413,4.624997207234438,4.742704794435253,3.574952261713397,0.585506678481954,1
89,29,HR,3,2.699027114663462,3.397394577166013,2.3485169053280948,3.8071729312267726,4.665653174994386,4.946280579166025,3.5499369783962,3.7846070184497944,0.7740112964731769,1
90,36,Sales,4,2.6524823156585504,2.943166454293764,2.689144403866818,3.206285439390933,4.17218959477914,4.218621981237511,3.817138363348648,4.036806241020014,0.6772385727063898,1
91,33,Engineering,3,2.143099023565002,2.8559961141508237,1.5723688870901005,2.175527858405553,4.18312718910098,3.441100453399801,3.688951106246695,5.0,0.6494183188679483,0
92,39,Marketing,3,1.0481468281646473,3.641407379231044,2.8808264997416453,3.0470958877175223,4.156416686456747,4.448292095417805,4.401178413160621,3.868882449799732,0.7084591465952972,0
93,28,Engineering,3,2.351034216962877,1.7716815240702504,3.838163684396723,2.2185371921729495,5.0,4.832492332496272,4.681805905431441,4.585625707125606,0.791336236094218,0
94,30,Marketing,4,2.473838298140971,2.371033372388148,2.8321761425258725,1.726452878898018,4.95943884441491,4.685833383741697,4.682299459295619,3.9676183809423318,0.8208565770006809,0
95,30,Engineering,3,2.2429397067686536,1.2721401061314521,2.5650106812764584,1.8706726565146385,4.875380546699594,4.1854344757575035,3.773590301963868,4.436353656434673,0.6403844303724766,1
96,22,Finance,4,1.2146778748972515,1.7334257636450792,1.5357798150822386,2.2492751171035783,4.157479177870581,4.0827588816865585,4.394329261184341,4.168509417106081,0.6653182494244747,1
97,35,Finance,5,3.616313805121841,3.2519297745252795,1.9580277205100824,2.5727717752744805,3.6421875437550315,4.181416839395135,3.750058691477152,4.288511564496892,0.6639682764210102,0
98,34,Finance,3,2.052796930438939,1.8578555136655135,2.460908569424059,3.942406806802821,4.192010278558043,4.812624502488358,4.0947257501309835,4.384807397950008,0.7408355164774979,0
99,33,HR,4,2.3444567359539694,3.014866977887568,2.1291564704100194,1.8828173670716928,4.357200210363591,4.580182713910691,4.460084049473008,4.075271347314943,0.6460440418812261,0
100,31,Marketing,3,1.0,3.6609395293776563,3.218379498389689,3.4264419427839297,4.606305151946639,4.007121500188349,4.730687668314593,4.38723202034858,0.7163262867059402,0
101,23,Finance,4,3.616398744088745,2.375443277505643,2.8735922406780463,2.2779183138152015,4.355591370550122,3.9945423621048017,3.125301503169422,4.816957914293337,0.6848893524101124,0
102,30,HR,4,2.1734150477861607,2.8639044078598688,4.38466501135288,1.0885305087882595,3.686752861905207,3.9591524756296574,4.24931734570425,3.8229422923213456,0.5451515577571887,1
103,30,Marketing,4,2.568923971951942,3.0203184906800438,1.813399094502996,2.1459917979487635,3.9322922648298904,3.6676836832238493,4.903646651764971,4.792932911466281,0.6361364163448132,1
104,27,Engineering,3,3.284516211371656,1.6449534558534045,2.523180227974213,3.3236878952173834,3.886931734375539,4.8759191178726935,4.316109714837684,4.067398497179846,0.7594846664106857,1
105,31,HR,3,2.0265870566983617,2.068483358289267,1.5315553392259962,2.741268663530465,4.469526525202911,3.806088126126781,4.241306636396656,4.014503849697688,0.5132302256071628,0
106,35,Sales,3,3.1742714911705807,1.7974371518297385,1.0,2.7831158390647697,4.481798726619984,4.445138032833377,3.918496424259816,4.549779680680537,0.6654749848177823,0
107,46,HR,3,1.057072180841201,2.1242938229418797,3.0059046856172067,3.429952806191066,4.547315944040435,3.869286180841084,4.8903764838931405,4.029420408445886,0.7273009797058265,1
108,34,HR,3,2.885690660299919,3.0012774886567697,2.8476307680771495,1.7745645977449906,4.350517927336177,3.961388058983319,3.9416079523943637,4.359584625282459,0.7247318034891136,1
109,34,Marketing,3,3.6005695165637572,2.083362288340396,1.9017866957479472,1.7637746989354248,3.170400245115678,4.1430596166385145,4.149925304775336,4.312873953805663,0.6214814849762178,0
110,32,Engineering,3,2.093708206947379,2.4753927411477283,2.5651207337153963,1.0,3.337070160862596,4.472621212417104,3.9648934107341356,3.1582564073589485,0.6641118117126688,0
111,20,Sales,3,3.283217134208879,1.7702768681481351,2.059512680752119,3.1139574498699494,4.12990618433018,4.070388059107261,4.254097754257482,4.408792541051716,0.7645636295796638,1
112,32,Finance,4,3.7837458565356483,3.3584955151735914,2.1540547816097066,2.8937389635407222,4.249038960233197,3.630397414191334,4.912825999524098,3.4794491493337643,0.6306907153616693,1
113,33,Finance,3,2.3216107133621864,2.1184230068436642,2.2758007710636083,3.0067765637137795,4.826832793576489,4.20954066553955,3.7469467347116687,3.517559212617125,0.6613984807861986,0
114,50,HR,3,2.2637301999050976,3.566086386336968,1.8724043758170055,1.6718921431602536,4.238897573997516,3.8166641004041852,4.2562766321259335,4.383231872781239,0.6343560085946248,1
115,31,Marketing,3,1.8711943779173872,2.542650365694552,1.9983450631260302,1.3770257308561031,3.7120253345701766,4.971919153457265,4.395532250107904,4.468294883658141,0.714965289359023,0
116,35,Marketing,3,2.1431888913704067,1.5151002954258446,2.0180951892390224,1.5762671840966673,4.531082403888685,4.070027748763706,3.7938339325153265,4.802524728419454,0.6128301139296092,1
117,32,Finance,5,1.929248076809166,2.380281277418063,2.7960151927273316,1.8541994093489071,4.191374153567879,3.8660153309644323,4.17049207194464,3.6553162062178726,0.689511241792487,1
118,24,Sales,3,1.870622231100941,1.756056220773685,1.0,3.587771236238998,3.9989726072329828,5.0,5.0,3.829360497862133,0.6650218344467186,1
119,40,Engineering,4,3.3391847076979495,2.912544564164707,2.340659516960638,3.200088706647751,3.3927002960149455,4.5694448512212364,3.315755336056024,4.432182896922178,0.6121261493565797,0
120,38,Sales,5,1.9470517822982183,2.3170460523711935,1.738622686423629,2.179245551565776,4.242593504055616,3.751612943097892,3.9893996309212993,4.812138729677867,0.5702922167787047,0
121,38,Engineering,4,2.680965340303736,2.6142471785191477,1.7639131196423037,2.7094763952819894,4.31440895548973,3.804542970001698,4.325279753465046,4.29608739603159,0.7421763125521865,1
122,26,Finance,4,2.5267634046513665,2.241452822967406,2.1320426381413924,2.025146427696583,3.701926847946975,4.437091490545341,4.012028515333872,3.7610005253810144,0.6873790091019536,1
123,42,Engineering,4,3.548666193799786,2.111260387295672,2.4899622030187896,2.7549958325471597,4.572178894103137,4.221738150517449,5.0,4.953208511790576,0.8803844218787783,0
124,23,Marketing,5,2.1477906375614904,1.818464593269061,2.349911696805315,1.7033329835806013,4.527398399325492,4.645087771360237,4.474345368240646,4.068816734884459,0.5870932273969091,0
125,37,HR,4,2.7668036326580254,3.0853560557750708,1.755157643141257,3.0251760121817517,4.224456291196488,3.8686618495042087,3.6778154185702623,4.084399687368047,0.7020044920437072,0
126,48,HR,3,3.0537487915932764,2.3787928287402114,3.0051875629119036,1.9052076916909249,4.205861428971021,4.550554562399238,3.0316203223398457,3.4820763053957986,0.6793832604573019,0
127,26,Finance,4,3.542824725124407,2.279716374411131,1.8681772091976567,3.0641405199802096,4.673018873332125,3.0808558294459782,4.370137931375927,4.562043837473271,0.6729161449569756,0
128,29,Marketing,3,2.1375726584683132,2.361250271090488,1.9857056208517174,2.2008039642639607,4.383765184390516,4.122779065370614,3.8221904380962304,4.626302794690295,0.6618789064491706,0
129,33,Sales,4,2.067475271887334,2.024796744559958,2.6991442501261615,1.9469468324812085,3.84887227552582,3.8914104269946344,4.844449253139327,3.8470844933049277,0.659009815977893,0
130,29,Marketing,3,1.7567532622279631,2.2820540012567823,2.724257995004919,3.629097702074759,4.101175858199927,3.97247668966629,4.0625672185448085,5.0,0.6958043240986644,1
131,22,HR,3,4.065409734593768,2.6439408702854412,2.071810237206915,2.623862329425636,4.47842470096804,4.148562676936961,3.915824179665235,3.9064358063888274,0.7475648617810823,1
132,33,HR,3,3.469130706726271,1.7761041006602645,1.0,2.27447304026601,3.18383953783397,4.769251819796848,3.9073764214275077,4.512627239398031,0.7116360607556127,1
133,25,Marketing,3,2.4704590239815696,1.8774536048445545,1.8801563793885063,3.030724815845885,3.734236975605186,3.6229800603394766,4.693254586914639,4.311824602646105,0.6698554890856847,0
134,36,Marketing,3,3.8520074057889393,3.4647988655358715,2.6133217303681793,1.5620062512975805,4.541068833169488,3.1059784977950002,4.407791519916982,3.187221902519738,0.758967126138389,1
135,26,HR,3,2.42869562394404,2.2460704270403107,2.982025637583021,3.274804512482251,4.804438802108057,3.6809732144441933,5.0,4.471951741772417,0.7176538811257649,1
136,43,Sales,3,3.0070873300034706,2.113907433753193,2.4444923397300875,2.4023887055140856,4.7105243701340065,4.71121796596408,4.092446441898406,4.427062323085128,0.8013274529930038,0
137,27,Finance,3,2.5071203312059045,1.5592898761085072,2.164709767047069,2.920551400967906,4.646646656123891,3.3775043322542126,4.6311397060265165,3.31680866802761,0.6019652751763278,1
138,30,Finance,4,2.77846381622533,3.0954743462319674,4.1052477039895265,1.4164885772838398,4.264871931335721,3.914026179707562,4.639688042205823,4.962666636849772,0.6582015485516112,0
139,38,Marketing,3,2.704233009773483,1.7608519305424097,2.239259714946252,2.2323018293069032,3.6855482951561553,4.619788687405916,4.53690672653178,4.429094214930722,0.6420277236783326,0
140,24,Finance,3,2.2025102386363455,2.4892951373269794,2.9285628807537742,2.5032060975418386,4.101688307713383,4.170785728372823,3.945071090476679,4.819700566710651,0.7104615113575468,1
141,34,HR,4,3.264748976659747,1.3042704514783867,1.5654635332011728,3.22120944953297,3.2033654746904077,4.764353360425161,4.436704015022894,3.341946393614437,0.6676380880378527,0
142,42,HR,3,3.001166692378731,3.0727209602548813,1.7368825055537231,2.9762877447562377,4.850328043105376,3.1825522582752486,4.151378779968,3.994783851858834,0.7332659873172399,0
143,21,Marketing,3,3.219386215451035,3.3237993705330062,2.9531279280235574,2.2252660736678083,3.7914435987628456,4.039195456234492,4.138241864454229,4.7903012530007505,0.6731787570644544,1
144,34,Marketing,4,2.724159029849542,2.839164241834611,3.2311928930497595,2.722563430126367,3.9333271199883986,4.8685885831775,3.7970948541573675,3.4158543220178976,0.7255125779959606,1
145,34,Marketing,4,1.8654010827560061,1.4258639080162925,2.227198176864617,3.3795983712088873,4.7293095263202884,3.6365591769339174,3.1398306293846385,4.009444922573003,0.6288198193681127,0
146,38,Sales,3,3.6965702465903916,3.0871335007364618,1.2059550158586356,2.360008061604208,3.392686521445228,4.717404921694043,4.824188182099093,4.403250786280297,0.6786642275974419,0
147,24,Finance,3,2.316210636502802,1.9208557002517532,2.382709862419142,2.2837945276952847,3.6052986879872844,4.0821548084699195,4.41577918464299,3.252709835120616,0.5746222609774649,1
148,23,Marketing,5,2.75484691999789,1.6803196848948714,2.632584130545693,1.1772067500729613,4.333985671912568,4.417064712527962,3.528400890161537,3.5393051216679488,0.6281603578127206,0
149,36,Engineering,4,2.944766951175588,2.2315772679696426,2.569172627250177,2.304649365260033,4.460190207533739,4.832328453511271,4.55885523027399,4.89104211749879,0.7180445482592293,1
150,35,Engineering,3,2.750195201352333,2.2176426286574573,2.1056272345272964,1.282261072920835,4.1641496024129205,4.414918075524045,4.834067746495121,4.229897303145079,0.6963916065756424,1
151,34,HR,4,3.140791914861192,2.1464659441737974,2.392981116517343,2.419965724676755,4.180458443532046,3.904375220315317,4.588833723358081,4.788350046829689,0.6332691558128182,1
152,35,Finance,3,3.2513645456215485,3.391571973533286,1.9751562090011259,3.1916946002699227,4.834188976947223,4.481031376062615,3.754180910583535,4.291047797947424,0.6977335781096665,0
153,28,Marketing,3,2.3426165478669265,3.908278197509839,1.721713243384198,1.0162523674672292,4.5181592225303255,3.8691000773594975,3.8340040537321016,5.0,0.5869705607872091,0
154,34,Engineering,3,3.637827139368953,1.5416044238553748,3.0289679644527636,3.363946177234553,4.450584967263773,4.336683426392694,3.926061992576276,4.419366141597672,0.6223413162188087,1
155,35,Finance,4,2.3131675120871145,2.017817323972787,2.5684588193818976,2.268843811340661,4.587823246396871,3.574078520287614,4.630542403101906,4.834889470217449,0.7119213763612844,0
156,27,HR,3,2.7357243342165516,2.5999238352314697,2.394521508964369,2.480984593011376,4.049704862655691,4.214547336706148,4.439479929584005,4.076956781754847,0.6507858605142027,1
157,46,Sales,4,2.228625271477038,2.227898456343941,2.144996580059487,2.148306153903021,5.0,4.794646539144383,5.0,4.3053648042091694,0.7857341928908049,1
